year;sex;age;s_pop;f_dead;f_born;f_immig_pop;f_immig_cvd;f_immig_cancer;f_immig_comorb;f_pop_cancer;f_cancer_pop;f_pop_cvd;f_cvd_pop;f_pop_comorb;f_comorb_pop;f_cancer_comorb;f_comorb_cancer;f_cvd_comorb;f_comorb_cvd;f_cancer_dead;f_cvd_dead;f_comorb_dead;dcost_unit_cancer;icost_unit_cancer;dcost_unit_cvd;icost_unit_cvd;dcost_cancer;dcost_cvd;icost_cancer;icost_cvd;dcost_growth_cancer;dcost_growth_cvd;prev_fruit;prev_wholegrains;prev_greens;prev_meat;prev_salt;paf_cancer_fruit;paf_cancer_wholegrains;paf_cancer_greens;paf_cancer_meat;paf_cancer_salt;paf_cvd_fruit;paf_cvd_wholegrains;paf_cvd_greens;paf_cvd_meat;paf_cvd_salt;paf_cancer_comorb_fruit;paf_cancer_comorb_wholegrains;paf_cancer_comorb_greens;paf_cancer_comorb_meat;paf_cancer_comorb_salt;paf_cvd_comorb_fruit;paf_cvd_comorb_wholegrains;paf_cvd_comorb_greens;paf_cvd_comorb_meat;paf_cvd_comorb_salt;paf_comorb_fruit;paf_comorb_wholegrains;paf_comorb_greens;paf_comorb_meat;paf_comorb_salt;s_cancer;s_cvd;s_comorb;s_dead_cancer;s_dead_cvd;s_dead_comorb;s_dead;f_emig_pop;f_emig_cvd;f_emig_cancer;f_emig_comorb;heal_cvd_pop;heal_cancer_pop;heal_comorb_pop;heal_comorb_cancer;heal_comorb_cvd;dr;dr_cancer;dr_cvd;dr_comorb;prev_alcohol;prev_bmi;prev_smoking;prev_inactivity;paf_cvd_smoking;paf_cvd_inactivity;paf_cvd_bmi;paf_cvd_alcohol;cpaf_diet_cvd;p_pop_cvd;paf_cancer_smoking;paf_cancer_inactivity;paf_cancer_bmi;paf_cancer_alcohol;cpaf_diet_cancer;p_pop_cancer;paf_cancer_other;paf_cvd_other;paf_comorb_other;paf_cancer_comorb_other;paf_cvd_comorb_other;calibration_cancer;calibration_cvd;calibration_comorb;calibration_cancer_comorb;calibration_cvd_comorb;calibration_mortality
2023;2;79;33722.8585217822;411.5700124379;0;25.0257571537192;8.0906352163803;1.90065516576572;0.983706798914194;603.089833669876;433.067372385093;1850.29708979042;729.662371379501;119.235853777908;27.5414226871675;153.250028945249;36.6222165919099;226.345899012647;178.394412749452;181.660884167238;606.178942260691;216.770825257908;86769.1847858988;0;33071.073582579;0;342173720.927621;422919368.360284;0;0;0;0;0.521667095047241;0.956747983731369;0.638824244948233;0.455295695846273;0.548355245078863;0.00208232326208065;0.0113506591615741;0;0.00947065866015098;0;0.0149028896883949;0.0568485685167708;0.0151002678655325;0.0342951388071948;0.0712963337144325;;;;;;;;;;;;;;;;2564.76623098226;11409.4685996074;1378.72732346253;181.748695354107;605.938953770808;216.712103718927;411.780181484748;23.6354373118459;7.64115548213695;1.79506321211207;0.929056421196739;0.06521830238979;0.164771575699237;0.020246541956;0.026922111220322;0.131143187607757;0.0118928696343004;0.0691175369834505;0.0541811707844243;0.159354861884673;0.127932167554244;0.540463347122726;0.0588299425159509;0.540166251725006;0.0476239919367424;0.118974993816531;0.127342618857919;0.00585045051000917;0.179319583302643;0.0534668255912428;0.0196099389184565;0.0463611186055845;0.0211610627331713;0.00534443458305465;0.0227530099969124;0.0174270927250559;0.0155022982027147;0.0319411566213383;0.00205833490276446;0.0348332208553394;0.0179966352578576;0.0174270927250559;0.0534668255912428;0.00344548053031224;0.0583078993141244;0.0202311313636563;1.09500826447398
2023;2;80;29983.4466865284;422.089352491736;0;24.4634960832827;8.61518130995103;1.87363218683255;1.04299199737015;536.143046027509;335.644461101273;1772.76705927171;713.547636893172;113.2372512823;25.657171813365;147.102373216904;39.3152803685725;224.692830232193;165.192895646752;167.773017487887;633.874967687581;210.124318322486;86697.3492536541;0;33065.9883989112;0;317426692.944872;409150961.572564;0;0;0;0;0.514600421613413;0.956446212995049;0.634723609969659;0.448747759367546;0.543446668420381;0.00205417337251939;0.0113471196406363;0;0.0093357258396139;0;0.0147039786914032;0.0568316567758913;0.0150047931242635;0.0338185957436064;0.0707032511026982;;;;;;;;;;;;;;;;2324.9036556237;11037.3549796137;1336.415815819;167.826661871683;633.67251292899;210.056615922652;422.32615900471;12.9112895995103;4.5469012469186;0.988861431939401;0.550467998612021;0.0656808372890287;0.142061133744438;0.0195077839140774;0.0298923825092823;0.125600254613368;0.0136825172613443;0.0710097374997746;0.0583471046103533;0.159762729374274;0.120401574872358;0.530478714904056;0.0520700462998107;0.563327050176673;0.0423836581681441;0.12344656518863;0.125284804115379;0.0055079667222143;0.178129950715457;0.057466305998095;0.0173958429437833;0.0482530330277182;0.0207782517839893;0.00503142291245368;0.0225888167102581;0.0173797003845643;0.0154778311032649;0.0344869160248599;0.00220288590959207;0.0373642740998355;0.0184192838646959;0.0173797003845643;0.057466305998095;0.00367071719803116;0.062260910986359;0.0206825900044309;1.07696091325227
2023;2;81;25932.5420514464;427.65246686559;0;17.9598293674599;6.86171626248864;1.34930187833292;0.815744021439652;485.128199292335;282.082046686069;1644.77155140356;645.834066950898;101.702365332106;22.3270744927639;131.338992745679;33.1506561462985;224.049364980545;147.137899046637;148.101714761551;651.761876665717;196.91199918973;86697.3492536541;0;33065.9883989112;0;280169423.195548;383450011.840827;0;0;0;0;0.507527905848383;0.956142432846815;0.630597026626493;0.442217209057607;0.53852882379933;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;1988.46771942967;10353.3960698945;1243.11231856947;148.135135107857;651.601438126998;196.823798805633;427.919868079576;10.6428618473836;4.0662022296229;0.79958629827136;0.483403864556831;0.0631467230280269;0.140258420856543;0.0183628694090389;0.027264708138799;0.121013347547589;0.0159753874242027;0.073639967104036;0.0637263173501285;0.161949982626056;0.113063645417968;0.519718272923879;0.0465375405055921;0.589289653318193;0;0;0;0;0;0.0614420932739228;0;0;0;0;0;0.0181224511363259;0.0181224511363259;0.0614420932739228;0.00379919400452997;0.0653051122388487;0.0219065297404131;0;0;0;0;0;1.06845144211824
2023;2;82;21307.5424376215;417.241817792299;0;18.6120057869936;8.01280267617875;1.46091319087467;0.927876605656417;391.404592913751;236.721064384527;1493.76892483746;610.166947025215;84.8281793956765;20.2225102629891;121.08470415378;30.9653320633914;203.376543911433;134.304476346878;133.53755819266;670.47411743199;182.600003931889;86697.3492536541;0;33065.9883989112;0;244022778.49803;353020359.798328;0;0;0;0;0.500452375720491;0.955836631719525;0.626451260731746;0.435706579261707;0.533603468579288;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;1696.18350063406;9557.77046477891;1118.46747311234;133.59143749805;670.385122866065;182.536955249657;417.524360460372;17.328419180994;7.46019559506298;1.36016055702125;0.863885115611147;0.064263568333405;0.13674551811924;0.0183926982555873;0.0281634674241395;0.122152080809857;0.0189188727685891;0.0771399986347265;0.0706151971545413;0.166077639724825;0.105611778897553;0.508400193657367;0.0428481990155474;0.617735467930551;0;0;0;0;0;0.067731524093637;0;0;0;0;0;0.0177473430960432;0.0177473430960432;0.067731524093637;0.00384633913654537;0.0699464183674302;0.0214198794129765;0;0;0;0;0;1.06947572531459
2023;2;83;19075.9763267197;441.509480250791;0;16.4060270021269;7.41368607984622;1.30901216612105;0.865858892513195;361.202867312967;226.535594606881;1431.20930319049;565.930486220214;83.8527417254309;20.1709651411772;117.497792580935;30.5165631676677;191.944529759417;132.250405636674;126.73388441058;697.572705404555;176.895421918189;86697.3492536541;0;33065.9883989112;0;225599182.37087;332636077.389743;0;0;0;0;0.493376664409068;0.9555287975365;0.622286836266813;0.429218043099786;0.528671553518536;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;1541.27853177198;8998.89741955984;1060.86771967597;126.797384900242;697.501890864047;176.844074627819;441.8381400513;12.6200207708669;5.70283544603556;1.00693243547773;0.666045301933228;0.0632080797803582;0.143296791883794;0.0192896015635481;0.0291831521433488;0.126471768380647;0.0222833412531528;0.0801664704856767;0.077911037290637;0.169166035602919;0.0975982430986326;0.496742649579689;0.0408267240817724;0.648144937934947;0;0;0;0;0;0.0722342933374047;0;0;0;0;0;0.0182302014203186;0.0182302014203186;0.0722342933374047;0.00423211582641189;0.0743241112262896;0.0214380483926;0;0;0;0;0;1.06013482614533
2023;2;84;17727.6967710135;492.714978974576;0;13.5171328822184;6.58444088887171;1.09933351529116;0.80244310848137;338.959210069799;211.974886759871;1447.99313156513;566.586055679913;87.3015030824786;21.7311054550014;120.311891623937;28.7406257474396;192.456271362269;146.666571365105;127.113158592367;787.471247031597;192.057384881634;86697.3492536541;0;33065.9883989112;0;221989869.3756;334829552.05115;0;0;0;0;0.486303605383624;0.955218918168065;0.618104287848498;0.422753743585828;0.52373403448526;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;1458.39926448318;9023.98561266082;1102.11580646916;127.190629192092;787.446117785297;192.042977706863;493.124182157792;12.2883026201985;5.98585535351973;0.999394104810147;0.729493734983063;0.0628868557044999;0.140918446127755;0.019791580171911;0.0261754929977769;0.13357641707287;0.0266393782516593;0.0845033535105461;0.0874034759363994;0.174916050099863;0.088575305808732;0.484963813166014;0.0401321027516817;0.679998507252582;0;0;0;0;0;0.0782879319355108;0;0;0;0;0;0.0183263407735752;0.0183263407735752;0.0782879319355108;0.00472008739696252;0.0799819501144122;0.0213612206746975;0;0;0;0;0;1.06327970055453
2023;2;85;15790.7182819479;512.590370985083;0;11.3616699568935;6.04070366077588;0.890501804080062;0.721444694096752;292.102658622721;179.422116256913;1388.02328884399;539.56288023537;80.3407336702169;17.9180422858807;99.025975334265;27.372742000068;185.4094121563;133.67009161271;112.520298682121;840.960656490373;185.14849851197;86574.8344381803;0;33073.0430170819;0;200004180.488346;324579000.355901;0;0;0;0;0.47923602786693;0.954906981431593;0.613904160495257;0.416315790885667;0.518791871721059;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;1260.46120699516;8764.27750361644;1049.7272188477;112.583170051;841.021427545483;185.151287350071;513.05720758221;12.5576352155139;6.67656720401546;0.98423883608849;0.797386240843779;0.0613414323598756;0.1383695570587;0.0170563811729931;0.0260564136334835;0.127242027761696;0.0309832986944021;0.0867751658132496;0.095606523571299;0.176244888467305;0.0788984237025148;0.473197054742731;0.0404233220726971;0.712400940867235;0;0;0;0;0;0.0838984549600354;0;0;0;0;0;0.0176560162535712;0.0176560162535712;0.0838984549600354;0.00485616018078532;0.0763684022358092;0.0210786904201206;0;0;0;0;0;1.03558640212168
2023;2;86;13465.7523507794;519.012892090045;0;6.98702798928818;3.97795405803048;0.550855719729063;0.496803413331023;253.525077718447;159.584430228459;1289.89577493741;484.254897273353;68.485067315274;18.0656168998607;93.4667449464537;26.7619283836141;168.413432097923;136.723914223826;101.526856615476;859.65759978278;182.432724164123;86574.8344381803;0;33073.0430170819;0;179418696.773928;298152898.105129;0;0;0;0;0.472176752312545;0.954592975091566;0.609687009381259;0.409906259668313;0.513846029097213;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;1080.87549814122;8023.44615440553;991.536166729404;101.594699241682;859.767889329678;182.494136530516;519.538294820965;5.24027099196614;2.98346554352286;0.413141789796798;0.372602559998267;0.059967814358719;0.142710726241784;0.0179131592720207;0.0265360816748962;0.135570086831874;0.0365922930043769;0.0907918862754831;0.106455892642704;0.180893155351132;0.0692215415962976;0.461430296319447;0.0410937907350677;0.744803374481889;0;0;0;0;0;0.0909423346914256;0;0;0;0;0;0.0178744383217004;0.0178744383217004;0.0909423346914256;0.00482844585908706;0.0835840127490409;0.0208555153255622;0;0;0;0;0;1.02365390782422
2023;2;87;11837.3810503097;557.044563322042;0;5.08161965894405;3.13753130225212;0.41314323498897;0.372052045223812;214.349549458406;140.288553894192;1212.39565346582;477.864542705013;56.0258506684789;14.8153384850985;96.1785487327067;26.5092806657842;163.035788205547;123.338131842562;100.084652799354;945.651060667147;176.009890097816;86574.8344381803;0;33073.0430170819;0;162282290.674726;281277314.281959;0;0;0;0;0.465128585912124;0.954276886859625;0.605453399578407;0.403527186557514;0.508897473364926;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;971.007656577165;7601.26388688606;903.46651051588;100.177886162457;945.976531744041;176.06240856112;557.657671996411;7.90474169169074;4.88060424794775;0.642667254427287;0.578747625903708;0.0617846001973857;0.137747933887162;0.0161536765549609;0.028903986635909;0.134479835926923;0.0444683775377679;0.0982721238065013;0.122266181078893;0.191909677796027;0.0595446594900799;0.449663537896164;0.0417642593974383;0.777205808096543;0;0;0;0;0;0.0967844786455588;0;0;0;0;0;0.0171113360007004;0.0171113360007004;0.0967844786455588;0.00447249438095709;0.0944367591256823;0.0210794065931849;0;0;0;0;0;1.04197542756699
2023;2;88;9970.58293153024;544.380892611898;0;5.5241206009098;3.61697975022677;0.448976121447639;0.42257532896861;181.880680369915;125.065844344558;1082.05139262936;423.866952086601;49.5462455981037;16.2934607514956;80.9887446445214;24.1668845300843;134.307276796151;111.246867582348;87.7152489311117;928.244964910627;157.799801316535;86574.8344381803;0;33073.0430170819;0;139104045.995237;250619190.936884;0;0;0;0;0.45809431814768;0.953958704394638;0.601203905786464;0.39718056768979;0.503947173400797;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;818.302011878727;6789.30097370361;788.44718837029;87.8034661817667;928.65161481287;157.887430275348;545.02868245111;4.41929648072784;2.89358380018142;0.359180897158111;0.338060263174888;0.0610640878496288;0.145150277388396;0.0200914645364266;0.0298001824718262;0.137178499332263;0.0513501972920972;0.101801517274904;0.133726943806879;0.194582916444888;0.0498677773838625;0.43789677947288;0.042434728059809;0.809608241711197;0;0;0;0;0;0.102067418687523;0;0;0;0;0;0.0171563861762401;0.0171563861762401;0.102067418687523;0.00467358336979537;0.0939947977970992;0.0193488813146464;0;0;0;0;0;1.00985139651469
2023;2;89;8589.16651445159;562.066606757974;0;3.77195968041915;2.63521899330425;0.308356088120281;0.287100730643794;156.156007609821;111.724043862237;1016.49990321614;393.647803828161;44.2960962200812;12.3574454464949;74.1320285568381;20.80174997724;124.905196662103;101.198008896192;82.4294292601356;970.273626251259;143.3072908452;86574.8344381803;0;33073.0430170819;0;120359366.656336;228955785.94734;0;0;0;0;0.451076716403725;0.953638415302767;0.596939112051609;0.390868356384667;0.498996099448737;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;707.527193543492;6240.02334892009;682.707826106237;82.527818158594;970.847878116355;143.380355134558;562.817672729082;4.31081106333617;3.01167884949057;0.35240695785175;0.328115120735765;0.0612175392226397;0.148483729231769;0.0176392108455232;0.0296927431638769;0.144451620182826;0.0610668459297037;0.109550537483975;0.150890626580653;0.204559067637737;0.0401908952776453;0.426130021049597;0.0431051967221796;0.84201067532585;0;0;0;0;0;0.110439656494285;0;0;0;0;0;0.0169658804544721;0.0169658804544721;0.110439656494285;0.00481263759603461;0.0985231081432048;0.0194244415983372;0;0;0;0;0;1.0110130826366
2023;2;90;7304.99676657453;565.83274710798;0;2.11852631555982;1.55175637877296;0.169194005086751;0.168657388973556;121.432627544034;95.371871648309;908.373186026577;359.08881000418;34.9512883473268;9.83182533654016;64.5109639912594;17.6015877893196;107.454965197784;87.8885769516477;74.0790641307583;972.81078426094;134.387270294319;86574.8344381803;0;33073.0430170819;0;102800376.084546;203318069.764152;0;0;0;0;0.444078521653823;0.953316007137539;0.592659611473577;0.384592460932336;0.494045222359628;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;582.534039196091;5542.664161669;604.882335916374;74.1883738962309;973.571734862879;134.481840332388;566.651984582207;6.88521052556941;5.04320823101213;0.549880516531942;0.548136514164058;0.0622524663678535;0.151639926249667;0.0156822008542846;0.0280753192431681;0.1401862084989;0.0718509384970927;0.117784663625522;0.168648726839425;0.214353702682453;0.0305140131714279;0.414363262626313;0.0437756653845511;0.874413108940503;0;0;0;0;0;0.115347629233535;0;0;0;0;0;0.0154198361579481;0.0154198361579481;0.115347629233535;0.00443820701836949;0.102571519808303;0.0186286412181879;0;0;0;0;0;1.00534159543511
2023;2;91;6384.92933899929;596.029258738812;0;0.520518025350416;0.401597286734255;0.0380409732064059;0.0418021110670721;105.528266432321;77.7071452409606;855.74193741661;330.95424291571;31.3603813796123;9.69120694174735;57.4908081036457;20.0402313910383;98.5291780814093;82.4022592934851;65.9370486779047;1025.91195687602;128.175366658345;86574.8344381803;0;33073.0430170819;0;86835019.5701517;186421790.009925;0;0;0;0;0.437102444235721;0.952991467399933;0.588366005901717;0.378354742503399;0.489095512829954;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;471.14131883726;5104.8048077622;531.864001746486;66.0332791000916;1026.9082997942;128.297521505389;597.0049529626;3.1231081521025;2.40958372040553;0.228245839238435;0.250812666402433;0.0616837438613716;0.152898377634534;0.0173529451654931;0.0358837695369427;0.147548380261372;0.0857087868156733;0.129739263199013;0.191210995860767;0.229509092371955;0.0208371310652102;0.40259650420303;0.0444461340469209;0.906815542555158;0;0;0;0;0;0.123055373889643;0;0;0;0;0;0.0151749256568608;0.0151749256568608;0.123055373889643;0.00450961123588272;0.113120244743109;0.0183640147051779;0;0;0;0;0;1.01808943061822
2023;2;92;5260.87985662413;569.53028080504;0;2.02812608600102;1.65486901359369;0.16072138210771;0.172751080779578;85.8328013158511;67.8256105123222;729.732711324498;285.009008280551;25.9907334529494;9.64822075566503;52.6114669619157;17.264392364195;84.8654649091515;72.4303033997778;63.7610132603957;985.340728336612;117.51355858778;86574.8344381803;0;33073.0430170819;0;76397632.9950312;161951967.837642;0;0;0;0;0.430151159728665;0.952664783538458;0.584058905620197;0.372157013184824;0.484147940640701;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;417.792075348849;4432.14258105761;464.654116905597;63.870807016384;986.491743190997;117.641338114377;570.533090825679;1.52109456450076;1.24115176019527;0.120541036580783;0.129563310584683;0.0605491582489063;0.148365594229743;0.0196353933501949;0.0351353004463572;0.147405157255916;0.0987267898009663;0.139474463253825;0.209332161285295;0.239155488383432;0.011160248958993;0.390829745779747;0.0451166027092915;0.939217976169811;0;0;0;0;0;0.126497519850898;0;0;0;0;0;0.0148789225422045;0.0148789225422045;0.126497519850898;0.00450543503104914;0.115085312172531;0.0180293686001429;0;0;0;0;0;1.00036147350487
2023;2;93;4437.29159294194;584.135285841312;0;0.512722970922615;0.413560983296681;0.037011439471939;0.0439073311022414;70.7560771937542;54.2958657702075;659.146995704217;259.431297542352;23.882904061415;7.25593762494937;44.2826081942594;16.0240518918584;68.2058628413263;66.8387972768582;56.1735467208145;948.916248319435;110.441823026547;86574.8344381803;0;33073.0430170819;0;61748165.6151628;135352524.530856;0;0;0;0;0.42322730494595;0.952335942949247;0.579738929022738;0.366001034145677;0.479203473897776;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;322.719980281057;3702.01853928998;390.514598980596;56.2780800249317;950.223912457871;110.607229890071;585.301411961588;3.07633782553567;2.48136589978008;0.222068636831633;0.263443986613447;0.0652497257646616;0.152590209207548;0.0171890701306617;0.0379604354369623;0.158338843747849;0.118502236964536;0.157867143740478;0.238662511281496;0.261632932845766;0.00148336685277561;0.379062987356464;0.0457870713716631;0.971620409784464;0;0;0;0;0;0.133719697085073;0;0;0;0;0;0.0143541293079375;0.0143541293079375;0.133719697085073;0.00484507206650058;0.12444948345083;0.0171544986595619;0;0;0;0;0;1.02919769920574
2023;2;94;3408.45145832864;506.13031255472;0;0.503326766586044;0.425013987550782;0.0357853242723886;0.040682927349949;58.3975706499406;43.2904880011953;537.762777158794;216.456031809329;15.3094025642732;6.30259210599201;33.0929137048674;12.2969152943996;57.6768010527429;48.5558271263275;45.6401438027619;816.765066271845;82.8856612423598;86574.8344381803;0;33073.0430170819;0;46169594.7633315;107887576.555379;0;0;0;0;0.416333474055108;0.952004932976152;0.575406702277141;0.359888513935606;0.47426307827522;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;246.445036304571;2975.25395472398;286.846133848337;45.7244995522133;818.030111046621;83.003026337451;507.219084750779;2.51663383293022;2.12506993775391;0.178926621361943;0.203414636749745;0.067118021665147;0.159426386382252;0.0204164243490652;0.0398342517828948;0.157290263205906;0.13252109008272;0.168079491278541;0.253260003683604;0.268497279201686;0;0.36729622893318;0.0464575400340328;1;0;0;0;0;0;0.140803480185332;0;0;0;0;0;0.0152903501899545;0.0152903501899545;0.140803480185332;0.00400849082935203;0.12187166027514;0.0178842453604822;0;0;0;0;0;0.991024421836644
2023;2;95;2671.5079825077;461.023025806963;0;0.991391106596926;0.870476440033638;0.0733136496016257;0.0899892593566682;44.9000888256795;32.2641521188602;411.829165028303;181.549785581187;11.3797879706862;5.5196220971424;30.1083579732747;10.2124823982569;43.0760598604508;42.3467522872715;41.5153524039913;733.170089330902;78.2683142080552;86574.8344381803;0;33073.0430170819;0;38735660.5234665;87567812.2931571;0;0;0;0;0.409472214837397;0.95167174091085;0.571062858980037;0.353821106918517;0.469327716262457;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;199.198819555914;2399.48436235111;248.225201233016;41.6031851876897;734.530895270171;78.4126220834163;462.066282382172;0;0;0;0;0.0686403482835311;0.144835884681478;0.0201864256490653;0.0373492085140266;0.154871031291971;0.153044722203206;0.186365126569699;0.277196968983672;0.286243782206858;0;0.355529470509897;0.0471280086964034;1;0;0;0;0;0;0.136713952728525;0;0;0;0;0;0.0149053761668352;0.0149053761668352;0.136713952728525;0.00377772126599656;0.135158384057356;0.0162861979816624;0;0;0;0;0;0.989476948663636
2023;2;96;2032.38851807133;409.442488717678;0;1.49404348229617;1.31410708326911;0.101259386161102;0.122324553990644;34.5546861253978;23.1544431232455;331.537823370227;143.646122551882;7.29565453242371;2.54468504921821;21.2429242433572;8.72701776086933;34.014037057573;29.43302878616;32.6693059173689;617.391647497703;58.159546806688;86574.8344381803;0;33073.0430170819;0;27173192.8724659;66387080.0179053;0;0;0;0;0.402646025097523;0.951336353992947;0.566708039802177;0.347800411843283;0.464398346416835;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;141.191569185522;1834.60887087396;172.677848513096;32.737433505787;618.665395452547;58.2679177043525;410.475331214189;0.996028988197445;0.876071388846071;0.0675062574407344;0.0815497026604294;0.0702210833709541;0.146893785961818;0.013363640112183;0.0458307108161448;0.154570171357987;0.176049195668381;0.207256896890316;0.301810515879454;0.305430038523244;0;0.343762712086613;0.047798477358775;1;0;0;0;0;0;0.142552296711492;0;0;0;0;0;0.0148575804089162;0.0148575804089162;0.142552296711492;0.00313693411822044;0.134766945177538;0.0166276853810646;0;0;0;0;0;0.987357145726819
2023;2;97;1499.32205979833;346.137315507225;0;0;0;0;0;22.8523713583803;21.1062186173995;242.097435189483;118.003312551898;5.19806755088924;2.2740934243179;16.5963239304258;6.84037624614182;23.3005384708732;23.3904041047228;29.2123743753275;502.396533187043;47.2811921971863;86574.8344381803;0;33073.0430170819;0;20676566.1126787;49368491.7444005;0;0;0;0;0.395857349233655;0.950998759410096;0.562342892124691;0.341827970552791;0.459475922622688;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;109.630863639492;1363.51293523074;129.197962853305;29.2936978415523;503.583993081698;47.3901653235305;347.048769811824;0.495169145468623;0.443432119256569;0.0365237500469984;0.0418772297925901;0.0763159129885415;0.165723128349228;0.015573219681249;0.0468435820817326;0.160179831514747;0.200467003278606;0.229371549482441;0.324913337458938;0.323786342726439;0;0.33199595366333;0.0484689460211456;1;0;0;0;0;0;0.140211832586594;0;0;0;0;0;0.013235054987675;0.013235054987675;0.140211832586594;0.00301048450450809;0.130312054977956;0.0150690843169955;0;0;0;0;0;0.977813303479302
2023;2;98;1080.6894006871;287.990075541714;0;1.01523434776594;0.851533034774905;0.0764609686538122;0.0784458192512896;15.0631726754119;13.6804569913938;174.868788971304;79.9658891257401;3.27872278353116;2.37242617186627;12.5480898112059;5.30728841862802;14.7135038523241;16.8316163686251;24.2063530480779;369.800662574486;33.5425367183789;86574.8344381803;0;33073.0430170819;0;14320480.6778789;33501900.6417166;0;0;0;0;0.389108574976977;0.950658944298114;0.557968069666744;0.33590526683205;0.454561393358111;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;80.9191970136785;928.474595098213;84.4923890529928;24.2787845078679;370.716731061877;33.6327851074892;288.823278148628;0;0;0;0;0.0754585348911635;0.14376921734825;0.0243012158243463;0.0543635721240066;0.172409471323947;0.227937782159603;0.25438685526126;0.348956492633683;0.343582630201793;0;0.320229195240046;0.0491394146835154;1;0;0;0;0;0;0.138404783053995;0;0;0;0;0;0.0119221683784141;0.0119221683784141;0.138404783053995;0.00259503664558053;0.131869063475549;0.0138841630594024;0;0;0;0;0;0.968644692565475
2023;2;99;799.74087978803;236.81169228186;0;0.52348641921287;0.426240893545063;0.0328348001564889;0.0390179221193142;11.5783953021401;10.3843799117749;124.276485916927;68.4754539968769;2.8256738673953;1.74192958499809;7.63796634570221;3.56458858291495;10.4252318423747;15.059890662158;16.2023991877862;278.669076802803;24.8641151736642;86574.8344381803;0;33073.0430170819;0;9393582.30732325;23787688.8205156;0;0;0;0;0.38240203030907;0.950316895741115;0.553584232104988;0.330033725395573;0.44965570097067;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;49.8922261481463;660.636824421498;58.6102315034574;16.2521360754347;279.430055371051;24.9452494396857;237.516928329526;0;0;0;0;0.0894984170048803;0.176190195759142;0.0248715015172673;0.0508956682933311;0.215027115148372;0.252018991391319;0.274903644600564;0.364224547429795;0.355013132329326;0;0.308462436816763;0.0498098833458869;1;0;0;0;0;0;0.132257129420635;0;0;0;0;0;0.012321923287902;0.012321923287902;0.132257129420635;0.00300712972066506;0.129592214179786;0.0136259300572722;0;0;0;0;0;0.934004872732097
2023;2;100;1117.95192183303;648.496878651498;0;1.59296178486786;1.2750472425726;0.120892116321473;0.119884316731273;26.043255829124;30.6253319607778;272.159408233218;185.710600994958;5.42022676221658;2.08862737112565;20.8081963077204;9.0983864474095;24.332565304316;32.8459156557072;52.5136991729992;708.006422861304;64.2849831280089;86574.8344381803;0;33073.0430170819;0;14090552.5699348;32012394.6243356;0;0;0;0;0.375739980564524;0.949972600771634;0.549192044685295;0.324214711013683;0.444759780963167;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;79.7811027536577;884.955471314003;82.974652557619;52.8060573710158;711.419764705693;64.5976244260281;651.51340503895;1.59296178486786;1.2750472425726;0.120892116321473;0.119884316731273;0.159267333582363;0.277012339254306;0.019050873043012;0.0829885730226948;0.299595503625484;0.445162756608435;0.474997060258476;0.607193636357726;0.586358806302455;0;0.296695678393479;0.0504803520082575;1;0;0;0;0;0;0.186824696300703;0;0;0;0;0;0.0178774762648964;0.0178774762648964;0.186824696300703;0.00372073199786029;0.188214356084258;0.0208678598554659;0;0;0;0;0;1.43937924225211
2024;1;0;51123.0516772462;6.76606470532131;50736.9090351023;494.491118196107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89019.9935347583;0;33352.5113442038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;0;0;0;0;0;6.63005859040273;93.6612504933563;0;0;0;0;0;0;0;0;0.000265366992113435;0.0298034158536386;0.00779356878277541;0.168182471949443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
