year;sex;age;rate
2086;2;29;0.0137970330785152
2086;2;30;0.0133901734860953
2086;2;31;0.0128090011269465
2086;2;32;0.0122593770864683
2086;2;33;0.0115358996166693
2086;2;34;0.0109883377860816
2086;2;35;0.0103644953527723
2086;2;36;0.00986628931583537
2086;2;37;0.0093401399786612
2086;2;38;0.00879359539237558
2086;2;39;0.00828921136415052
2086;2;40;0.00785686081403491
2086;2;41;0.00738501881063248
2086;2;42;0.00694156280094126
2086;2;43;0.00648382825486755
2086;2;44;0.00611958366596657
2086;2;45;0.00568769675358391
2086;2;46;0.00534570823120987
2086;2;47;0.00503721589321981
2086;2;48;0.00483746209555964
2086;2;49;0.00459326573610547
2086;2;50;0.00440073380437321
2086;2;51;0.0041851542800378
2086;2;52;0.00399763557861411
2086;2;53;0.00388910363707395
2086;2;54;0.00377460562576492
2086;2;55;0.00373633426175764
2086;2;56;0.00359669758505742
2086;2;57;0.00344980802286252
2086;2;58;0.00328532626010627
2086;2;59;0.00318668968116936
2086;2;60;0.00307195267555582
2086;2;61;0.00297825679328153
2086;2;62;0.00294108762673361
2086;2;63;0.00285914676713878
2086;2;64;0.00298301043471931
2086;2;65;0.00294034249158334
2086;2;66;0.00296934768977853
2086;2;67;0.00264348861026252
2086;2;68;0.00235182685620338
2086;2;69;0.00226657477538212
2086;2;70;0.00155457342471882
2086;2;71;0.00160038979187954
2086;2;72;0.00160041022257567
2086;2;73;0.0016180897674771
2086;2;74;0.00162564347591798
2086;2;75;0.00162437914040084
2086;2;76;0.00159297259970331
2086;2;77;0.00162094525874274
2086;2;78;0.00164411403312327
2086;2;79;0.00165034788007654
2086;2;80;0.00118142245661087
2086;2;81;0.00121061710144203
2086;2;82;0.00120667514696035
2086;2;83;0.00121774918931497
2086;2;84;0.00124516187513549
2086;2;85;0.00127775488167777
2086;2;86;0.00129043035131462
2086;2;87;0.00130437452909443
2086;2;88;0.00129893318787498
2086;2;89;0.00128556096352064
2086;2;90;0.000730017974535125
2086;2;91;0.000699859404303646
2086;2;92;0.000666175945831817
2086;2;93;0.000649643237507414
2086;2;94;0.000645655893653614
2086;2;95;0.000648911157862439
2086;2;96;0.000659820771718673
2086;2;97;0.000698434785000769
2086;2;98;0.000725800185504868
2086;2;99;0.000760245425373775
2086;2;100;0.00134135064440079
2087;1;0;0.00239414446139188
2087;1;1;0.00631156049521282
2087;1;2;0.00697136181703199
2087;1;3;0.00783007385846415
2087;1;4;0.0082403275265443
2087;1;5;0.00872496286007804
2087;1;6;0.00869356599335769
2087;1;7;0.00835918697951069
2087;1;8;0.00737725601004913
2087;1;9;0.00660108936946578
2087;1;10;0.00589987504708783
2087;1;11;0.00541960316389524
2087;1;12;0.00493037611549129
2087;1;13;0.00448697718592439
2087;1;14;0.00396690732273803
2087;1;15;0.00351898400898578
2087;1;16;0.0030303979960551
2087;1;17;0.00245342802216426
2087;1;18;0.00226887087820762
2087;1;19;0.00360349669791026
2087;1;20;0.00478739006529969
2087;1;21;0.00573093734410328
2087;1;22;0.00661563726764904
2087;1;23;0.00808625135742831
2087;1;24;0.00963041386725379
2087;1;25;0.0109846056132102
2087;1;26;0.0121681029949681
2087;1;27;0.0128059704599553
2087;1;28;0.0132080843908887
2087;1;29;0.013246209608603
2087;1;30;0.0132375290293541
2087;1;31;0.0128863635345419
2087;1;32;0.0124619526785686
2087;1;33;0.0118784012439889
2087;1;34;0.0114755181794002
2087;1;35;0.0110842465475586
2087;1;36;0.0107959689491066
2087;1;37;0.0104276116911886
2087;1;38;0.0100739365228867
2087;1;39;0.00958846234639878
2087;1;40;0.00922080311473278
2087;1;41;0.0087350538958639
2087;1;42;0.00839653829352753
2087;1;43;0.00797828143355805
2087;1;44;0.0076983921033941
2087;1;45;0.00738121359549484
2087;1;46;0.0070884973310745
2087;1;47;0.00670827634283586
2087;1;48;0.00644208791605899
2087;1;49;0.00621466798132849
2087;1;50;0.00599478973500918
2087;1;51;0.00569106305330637
2087;1;52;0.0054374899398196
2087;1;53;0.00527673167686797
2087;1;54;0.00515580681693281
2087;1;55;0.0050554627340996
2087;1;56;0.00482648530315374
2087;1;57;0.00458594385715582
2087;1;58;0.00437662315202655
2087;1;59;0.00422037851251975
2087;1;60;0.00407203449918987
2087;1;61;0.00394754140407179
2087;1;62;0.00392202222407835
2087;1;63;0.00382099858126605
2087;1;64;0.00396877917258271
2087;1;65;0.00385892227198327
2087;1;66;0.00366823947404562
2087;1;67;0.00319983511226278
2087;1;68;0.00288325797831468
2087;1;69;0.00268106112342146
2087;1;70;0.00203564285808918
2087;1;71;0.00199775857176631
2087;1;72;0.00202397042774231
2087;1;73;0.00204048651692881
2087;1;74;0.00205354177898409
2087;1;75;0.00205699744531075
2087;1;76;0.00206778077855032
2087;1;77;0.00201956055428497
2087;1;78;0.00204154920049143
2087;1;79;0.00206015833452811
2087;1;80;0.00148371571158469
2087;1;81;0.00148601067982051
2087;1;82;0.00151968956951453
2087;1;83;0.00151044176272848
2087;1;84;0.00151835407991853
2087;1;85;0.00156072603959586
2087;1;86;0.00160940744293744
2087;1;87;0.00165717949978867
2087;1;88;0.00178479565578889
2087;1;89;0.00167779809646944
2087;1;90;0.00124513755341442
2087;1;91;0.00120711902356733
2087;1;92;0.00115514837237715
2087;1;93;0.00111219123747827
2087;1;94;0.00108309627688145
2087;1;95;0.00106634681207008
