year;sex;age;pop;immig;emig;born;dead
2099;1;21;67574.134197;898.805586674;376.696831058;119.8587746414;17.4321630812
2099;1;22;68102.8456739;1115.829884021;436.9231008;260.0972735245;13.2034667579
2099;1;23;68710.1673165;1338.611681898;537.978567285;446.4766883325;21.644356652
2099;1;24;69346.6212421;1504.384744124;644.88183215;709.79122126;18.0351896817
2099;1;25;69949.5400331;1597.98913554;740.954128108;987.662150998;17.4710630816
2099;1;26;70467.0006814;1629.79878269;827.231951402;1411.368202923;19.6147814759
2099;1;27;70942.3890407;1663.76311222;877.845278992;1915.520400245;18.8611427916
2099;1;28;71352.983209;1660.20329403;913.07359443;2577.449476755;21.7465661697
2099;1;29;71733.2912748;1659.24332279;924.022945449;3266.023065679;22.5799293997
2099;1;30;72046.6248861;1641.10759013;932.005838574;3952.39399319;23.1003167094
2099;1;31;72339.9962413;1610.41256703;916.117633309;4518.46677444;19.9797044402
2099;1;32;72593.4498603;1551.09775714;894.576770236;5035.17641083;20.12195442
2099;1;33;72809.4696069;1472.96465921;860.743623687;5277.04872763;21.1556552702
2099;1;34;72990.025712;1394.3053743;838.971740188;5279.62719328;22.444215141
2099;1;35;73149.319992;1318.66159527;816.920773628;4999.15754184;24.9380226891
2099;1;36;73285.0892192;1228.3700047;801.384867647;4494.71783801;25.4523065552
2099;1;37;73423.5321107;1144.16027917;778.666060265;3859.3977778;23.1637146964
2099;1;38;73581.2374123;1064.407726228;755.989673722;3252.14229146;25.7462602927
2099;1;39;73778.9778946;992.860434287;722.271519456;2613.291889642;30.5079684217
2099;1;40;74014.7400029;921.887660066;696.633309073;1975.819228174;30.8266150346
2099;1;41;74302.671637;860.889756703;661.341646044;1406.341342807;29.7194994019
2099;1;42;74623.4224299;794.361232229;636.736967495;1006.661568295;26.9137986237
2099;1;43;74956.9395932;731.008940503;605.327570415;645.669116877;37.7425202542
2099;1;44;75292.8751546;678.206348636;583.837294517;375.610487847;36.5602286135
2099;1;45;75618.8657278;634.029032574;559.02193564;222.718112873;36.3657544433
2099;1;46;75905.0505726;582.301794184;535.658353197;136.5892953188;39.3291287195
2099;1;47;76152.5870975;540.57567392;505.451920311;84.7075495356;42.8155048202
2099;1;48;76335.8053898;491.846108446;483.1988435;46.7666988621;45.6990318347
2099;1;49;76456.7322502;458.613082328;463.795036439;54.2754211002;42.2464685337
2099;1;50;76483.1589162;413.643226651;445.051461977;0;46.9701742054
2099;1;51;76442.8660702;383.739553416;420.386500195;0;49.0696582198
2099;1;52;76332.9199551;356.009022995;399.834492635;0;53.6848984224
2099;1;53;76140.1959016;326.053887115;385.948362465;0;69.3787131156
2099;1;54;75887.5966423;305.267511865;375.512968249;0;64.6368794278
2099;1;55;75568.9654038;289.447412982;363.764680931;0;70.9791497159
2099;1;56;75182.725689;266.08965542;343.402668925;0;80.6972698907
2099;1;57;74739.2657596;240.088190463;322.587712839;0;84.4132863402
2099;1;58;74251.2156238;225.27544733;304.94278797;0;83.1699190628
2099;1;59;73713.0237702;208.878629634;291.315864311;0;96.3276238798
2099;1;60;73038.7877396;190.517957166;281.17041013;0;103.7626543263
2099;1;61;72358.0275323;177.077894698;273.215528192;0;104.2061398271
2099;1;62;71667.4498374;166.061094842;271.37675332;0;115.9978692295
2099;1;63;71002.5813066;157.435319206;263.675890445;0;126.1607647114
2099;1;64;70360.598737;145.607925766;273.61388677;0;142.2350006066
2099;1;65;69679.3723567;140.4252206312;269.773076348;0;153.0103587233
2099;1;66;69081.2436654;122.2018975986;264.939692567;0;168.709990527
2099;1;67;67836.728211;106.6222984817;228.697173588;0;178.3770488156
2099;1;68;66647.0561213;92.8590516917;206.194875327;0;203.2656782125
2099;1;69;65549.0762249;81.0091818824;191.140505547;0;217.9984338966
2099;1;70;64560.5929398;69.6731299987;144.901358346;0;238.1271818411
2099;1;71;63632.4546768;62.4279467135;143.387377008;0;260.9046272601
2099;1;72;63349.421988;56.27221264;141.958867986;0;293.9983733266
2099;1;73;63227.5408019;50.4636596287;140.489432916;0;326.3423961554
2099;1;74;62994.2376011;45.9752297308;138.897345112;0;346.465830819
2099;1;75;62593.371248;41.2937692609;137.190654985;0;393.362687123
2099;1;76;62406.9605561;36.0457304924;135.536905304;0;434.86400043
2099;1;77;63488.8532121;33.1346015951;134.324984456;0;493.513301096
2099;1;78;66001.1165384;29.5150186321;133.434893642;0;594.77008823
2099;1;79;64914.0013278;26.2503590339;131.291079359;0;674.71173172
2099;1;80;64581.1395698;22.3288380446;91.9619901499;0;748.623884736
2099;1;81;63990.5874077;18.3297785727;90.4703344873;0;881.555923469
2099;1;82;62861.3977073;17.0082934908;88.7589379788;0;995.664787017
2099;1;83;62795.0978584;14.5404279202;86.9867095421;0;1189.502969945
2099;1;84;60447.0710824;12.9285805335;85.2236549936;0;1437.977660466
2099;1;85;58470.5044028;10.838142296;83.4463946037;0;1631.276395372
2099;1;86;55860.9925171;9.1734467455;80.6520484607;0;1903.208718001
2099;1;87;53364.4746986;6.9416061131;77.6306795644;0;2232.874009507
2099;1;88;50014.4344277;6.1347093077;73.6897306018;0;2565.758422521
2099;1;89;47886.2390538;4.73651387;69.3602076204;0;3084.094204607
2099;1;90;43067.51576;4.3242776533;49.7537794558;0;3501.7734942
2099;1;91;38609.0549023;3.3482801934;45.5941318408;0;3697.26530204
2099;1;92;33659.4011727;2.3196154628;40.7993329388;0;4065.43241807
2099;1;93;28926.0800678;1.6237335975;35.7526013017;0;4150.88055315
2099;1;94;23498.14598492;0.7273397054;30.4624133703;0;4276.19623184
2099;1;95;18900.61129507;0.5345000919;25.1052178436;0;4265.03741253
2099;1;96;14397.51246272;0.3440633702;19.8796156894;0;3957.20206404
2099;1;97;10444.83548583;0.3335551877;15.3734712597;0;3458.05319701
2099;1;98;7284.92283521;0.1914196541;11.4311340404;0;2749.57198503
2099;1;99;5138.03521133;0.1187760047;8.5330033411;0;2089.229807342
2099;1;100;8463.643982626;0.3378813914;15.902537482;0;4925.658130927
2099;2;0;58111.026675224;543.200168628;69.0862641434;0;45.2103280596
2099;2;1;58399.07152557;841.831227742;367.2978885672;0;5.0635384296
2099;2;2;58622.16119772;788.893614086;407.7297083488;0;2.8252087491
2099;2;3;58822.05040126;787.422063696;459.8567064142;0;3.0380519694
2099;2;4;58961.01404545;718.06118386;485.5492061053;0;2.7602676533
2099;2;5;59063.42838842;675.379508038;515.4503450347;0;2.3259661763
2099;2;6;59169.18364156;642.215039737;514.8793820041;0;2.0474855517
2099;2;7;59290.08820471;605.038206102;496.2450563551;0;2.3486319954
2099;2;8;59464.88864414;570.998070288;438.996026405;0;2.3442042208
2099;2;9;59697.60862285;557.504900286;393.921378157;0;1.9378793213
2099;2;10;59968.15286516;534.547406108;353.13663408;0;1.941875034
2099;2;11;60266.66649661;521.740619692;325.235704078;0;2.1847772121
2099;2;12;60576.13254129;498.143016845;296.521001972;0;2.1847900198
2099;2;13;60891.44493915;479.341771211;270.143451299;0;2.3296004674
2099;2;14;61220.50716861;470.807507832;238.871813404;0;2.5799174234
2099;2;15;61541.31315551;451.38296816;211.776261867;2.1930952146;3.1829512052
2099;2;16;61890.30938664;471.145870966;182.189271279;4.6019474378;3.1706956705
2099;2;17;62245.40670018;468.330841846;147.172890766;3.6570639204;3.3091622463
2099;2;18;62654.1724501;547.09490967;140.383465704;10.7241272938;4.9594713744
2099;2;19;63095.605685;754.676854106;281.416609247;24.9116462829;6.1624175158
2099;2;20;63546.4850333;913.827118499;393.6642448;47.4559471406;9.2402668215
2099;2;21;63993.0809513;1022.539599662;473.85226937;113.284144326;7.2355745628
2099;2;22;64552.4106294;1242.483948281;545.190226752;245.8301210029;8.8792365135
2099;2;23;65190.2865778;1470.461799385;664.28428304;421.9860394113;6.7066267603
2099;2;24;65849.2071053;1619.38380525;758.514757096;670.856943027;9.3442815449
2099;2;25;66459.8039797;1690.14412608;851.457943313;933.485779358;6.122806852
2099;2;26;66976.3483653;1691.4029729;921.0541229;1333.950223298;5.1720140229
2099;2;27;67427.6171233;1670.76269807;939.50145377;1810.448088877;7.2423118445
2099;2;28;67846.2980855;1652.86647486;933.097801141;2436.068276087;7.0799493008
2099;2;29;68215.7156207;1605.68080749;918.424237449;3086.87144054;7.816757009
2099;2;30;68503.7891411;1543.05649218;899.693558101;3735.59276658;7.9235919479
2099;2;31;68739.1909955;1468.7826707;868.495970493;4270.61467749;10.078569031
2099;2;32;68917.4812734;1383.02505981;838.446897789;4758.98116706;9.8193024343
2099;2;33;69041.0117782;1279.79631483;795.321441879;4987.5860276;12.0208069611
2099;2;34;69135.4346278;1197.64162314;763.172393096;4990.02305625;12.4438674304
2099;2;35;69194.595132;1092.69432444;724.558921133;4724.93804629;13.9907340788
2099;2;36;69244.30494;1003.2054712;693.526161777;4248.16844488;13.3825338712
2099;2;37;69301.5105859;918.413030359;659.377014974;3647.69768578;13.1265712776
2099;2;38;69403.3207054;853.401878541;622.947978509;3073.75207046;13.7804342914
2099;2;39;69539.3798401;780.644414415;588.644555524;2469.944620111;18.4616284627
2099;2;40;69723.2579103;718.005444708;558.949060097;1867.439336645;16.1320079581
2099;2;41;69964.1480752;669.003728083;525.933917151;1329.199102255;15.1924572426
2099;2;42;70245.2792694;612.416825778;494.711866613;951.443018934;17.1685989928
2099;2;43;70553.0960613;560.342217339;461.959946803;610.252137503;23.364153556
2099;2;44;70872.3670888;510.064798686;435.636608373;355.007072649;18.6728229296
2099;2;45;71187.5639084;466.409981245;404.21668385;210.501324733;19.4069331217
2099;2;46;71470.1269783;424.284985138;378.942009694;129.0969433861;27.4675979582
2099;2;47;71727.3584088;393.143981951;355.625784332;80.0610743414;22.9488055413
2099;2;48;71925.4251258;356.177368271;340.039058369;44.2013985155;28.0852936797
2099;2;49;72056.7173003;325.383835042;321.293174792;51.2982437512;34.112727504
2099;2;50;72116.6974783;301.341713034;306.397016804;0;36.4333215448
2099;2;51;72116.9768228;278.679510987;290.133430191;0;33.7605605648
2099;2;52;72052.5518514;260.478810203;275.833565001;0;39.9953449704
2099;2;53;71923.664487;239.419471803;267.351495316;0;43.7152195889
2099;2;54;71739.6565643;223.201248207;256.549934746;0;42.2936034186
2099;2;55;71492.8661587;206.696941856;251.169950707;0;41.524841503
2099;2;56;71187.8884589;192.151129625;239.459916284;0;45.2011497542
2099;2;57;70820.5639362;176.379138703;227.343926893;0;58.4773148538
2099;2;58;70404.6056669;161.022711495;214.637449275;0;58.6605003767
2099;2;59;69943.9771258;147.1349074053;208.224618998;0;63.7445003732
2099;2;60;69352.934559;133.1994690102;201.330983549;0;73.2217512324
2099;2;61;68761.6251272;124.7640684189;195.46758077;0;70.6346668233
2099;2;62;68166.8393583;116.1028675661;192.87421647;0;79.0472514776
2099;2;63;67593.9021481;108.0573204722;188.466018083;0;89.0188477403
2099;2;64;67060.0885227;103.4449469757;199.506416429;0;92.691748408
2099;2;65;66473.7417271;95.7046840974;205.095806368;0;106.8846497821
2099;2;66;65981.6055131;88.1193927642;204.387679932;0;113.956187259
2099;2;67;64859.2047135;77.2649556719;182.44003711;0;127.1077096683
2099;2;68;63797.3447381;68.375360035;163.240092181;0;145.2409813022
2099;2;69;62825.0971942;61.1212231161;155.938261134;0;155.3185008654
2099;2;70;61970.3834259;55.1887013067;108.8572881637;0;170.7704736564
2099;2;71;61195.7107743;48.5260263629;107.9989831497;0;171.1050871282
2099;2;72;61039.8037579;43.4447545269;107.1419161355;0;208.3973864843
2099;2;73;61055.9774734;42.1283146096;106.2559340772;0;231.6216227289
2099;2;74;60960.4176127;35.7248518022;105.2992605707;0;257.1598919872
2099;2;75;60694.6358553;36.8630343181;104.2877592664;0;288.3688096141
2099;2;76;60956.925638;32.5180177399;103.4185284297;0;320.4489107781
2099;2;77;61886.8597635;29.9532937345;102.5423807874;0;359.2896277852
2099;2;78;64949.2415749;29.0186466203;102.0084719271;0;448.558554415
2099;2;79;63584.0957373;25.0579875972;100.7364975781;0;516.169725075
2099;2;80;63465.6477562;22.0419096397;70.7249280683;0;579.396355611
2099;2;81;63455.9273104;21.9398989533;69.8554589405;0;666.961141618
2099;2;82;62546.7860171;18.925996431;69.0919092279;0;777.268558709
2099;2;83;62943.5058056;16.5958988067;67.9744054391;0;915.297101199
2099;2;84;60331.5353681;15.0549151276;67.2943631265;0;1077.124431479
2099;2;85;59420.8527311;11.4253568049;66.4488967333;0;1244.895980625
2099;2;86;57274.9192801;10.7656975569;65.007637154;0;1451.486558523
2099;2;87;55443.938385;8.6234567456;63.5634683503;0;1802.088760835
2099;2;88;52841.5447111;7.2032487158;60.8216488549;0;2015.05278719
2099;2;89;51373.8029566;6.3613308949;58.3404477941;0;2417.321491943
2099;2;90;47193.3768503;4.9732255381;32.3958580779;0;2783.189921552
2099;2;91;43162.9931538;3.7962268234;30.4235614015;0;3209.331261562
2099;2;92;38863.0369272;2.8293012909;27.8657420548;0;3524.53878461
2099;2;93;34353.5245094;2.4538078735;25.2228094483;0;3992.3964631
2099;2;94;29318.7342691;1.524723059;22.3737002898;0;3895.1676802
2099;2;95;24689.24245358;1.061205597;19.2212432186;0;4118.00827246
2099;2;96;20157.93206107;0.6945619694;16.2213295498;0;4033.35287922
2099;2;97;15753.5297831;0.5905260547;13.339748969;0;3823.43476175
2099;2;98;11702.2679421;0.1737505132;10.4733861267;0;3344.56926058
2099;2;99;8631.55821289;0.1709247337;8.0577745446;0;2864.17339994
2099;2;100;16464.533677853;0.3168994585;17.0186171764;0;8408.06951907
2100;1;0;61665.218787784;555.207730164;73.2941764138;0;59.3337762014
2100;1;1;61934.711056585;882.491244361;389.3621741623;0;10.2951127456
2100;1;2;62144.84794341;837.447205185;432.0805329311;0;3.9221606537
2100;1;3;62328.75683507;838.35077066;487.3970125026;0;3.3467247566
2100;1;4;62448.78008895;769.145264211;514.7652256137;0;2.9213266931
2100;1;5;62523.47889457;720.188267484;546.369697244;0;3.3058028451
2100;1;6;62602.13186459;685.010560957;545.4030966729;0;2.5596621581
2100;1;7;62700.45064162;646.914744161;525.41854636;0;2.2233459437
2100;1;8;62867.5674446;619.000446294;464.813130773;0;1.8074845039
2100;1;9;63096.07102888;600.809050852;417.194190763;0;2.1178083717
2100;1;10;63378.48651004;584.707376923;374.169174571;0;2.4458955274
2100;1;11;63695.22294819;568.693272491;344.918208729;0;2.4608752851
2100;1;12;64037.28600799;550.410746311;314.838911456;0;2.783138647
2100;1;13;64397.34222361;535.615378766;287.385547861;0;3.6487169862
2100;1;14;64779.29203961;527.547208051;254.720721852;0;4.7190043216
2100;1;15;65164.91549906;512.910194388;226.419377066;2.317312225;5.5152858155
2100;1;16;65583.3763612;531.247224242;195.313142059;4.8639370861;5.97173219
2100;1;17;66001.9186195;517.95367829;158.246048705;3.867135223;7.3259199078
2100;1;18;66424.5573179;538.02450326;146.588094023;11.3453000203;7.5308523145
2100;1;19;66816.6111988;632.015801759;234.826118841;26.3682086045;11.9068786687
2100;1;20;67234.0110493;770.478672158;313.575515004;50.2566488997;11.7851808894
2100;1;21;67674.8973384;899.168022794;377.016662527;120.0343135435;17.2906114662
2100;1;22;68239.8340456;1116.219860541;437.416631428;260.6189592604;13.1033802101
2100;1;23;68881.6432211;1339.023750348;538.734725903;447.5858387031;21.4914775642
2100;1;24;69551.1863586;1504.819970004;645.88406469;711.887246597;17.9168628644
2100;1;25;70185.5151558;1598.44361733;742.184766153;990.968757966;17.3649375655
2100;1;26;70731.6288957;1630.26997631;828.677405939;1416.643474789;19.5037079775
2100;1;27;71233.0456345;1664.25289412;879.446583929;1923.303882364;18.7613576771
2100;1;28;71666.6972603;1660.71454232;914.767592923;2588.718193874;21.6387295226
2100;1;29;72064.5197153;1659.76196836;925.751801266;3281.002433833;22.4736613435
2100;1;30;72418.0537106;1641.63152509;933.86376352;3972.66052015;23.0053252234
2100;1;31;72719.7555452;1610.93783506;917.907187722;4542.00883234;19.899988422
2100;1;32;72975.3253572;1551.61410054;896.242668657;5061.55282968;20.0423157621
2100;1;33;73183.6077751;1473.46220558;862.234728932;5304.02999833;21.0695611603
2100;1;34;73341.6547844;1394.78568139;840.255015034;5304.95653304;22.345488983
2100;1;35;73466.3171912;1319.12095606;818.013848276;5020.71645007;24.8156290266
2100;1;36;73550.5675234;1228.80138068;802.245944613;4510.89136026;25.3079053833
2100;1;37;73627.3560673;1144.56753897;779.289694585;3869.98374591;23.0109964329
2100;1;38;73706.4281815;1064.791041528;756.348613591;3257.57708869;25.5463572306
2100;1;39;73821.8397399;993.227852197;722.39148923;2614.718288311;30.2340355534
2100;1;40;73974.1613123;922.235009836;696.539191571;1974.65950675;30.5124010245
2100;1;41;74185.5000344;861.218486013;661.074188817;1404.081312439;29.3842660525
2100;1;42;74434.4227345;794.670028434;636.335352338;1004.061550907;26.5835791038
2100;1;43;74712.6294103;731.301728389;604.842941778;643.547825581;37.2518059649
2100;1;44;75016.0243754;678.480811477;583.325910579;374.237645906;36.0701184168
2100;1;45;75332.7679272;634.286239478;558.518127666;221.8767557121;35.8753396957
2100;1;46;75627.4377074;582.549302745;535.189015879;136.0878668314;38.7883079105
2100;1;47;75898.5999518;540.816849847;505.043579518;84.4200395392;42.2238907968
2100;1;48;76116.7297401;492.079761519;482.86599468;46.6399665561;45.0711243489
2100;1;49;76289.4073713;458.836616428;463.555985681;54.1492500101;41.6786498342
2100;1;50;76379.3232299;413.858349402;444.908352021;0;46.359017184
2100;1;51;76398.3316235;383.947581103;420.324809202;0;48.4500652193
2100;1;52;76346.2028084;356.209923085;399.846760471;0;53.0264245114
2100;1;53;76204.600699;326.249797346;386.023347737;0;68.5457057221
2100;1;54;76006.120776;305.461346291;375.655875913;0;63.880596158
2100;1;55;75743.0956758;289.640857804;363.970193085;0;70.1716317877
2100;1;56;75411.773663;266.281421177;343.665610073;0;79.8075518518
2100;1;57;75016.6158742;240.276107168;322.881786665;0;83.5041356875
2100;1;58;74577.147087;225.45836773;305.282634925;0;82.2944047087
2100;1;59;74073.2771879;209.05735474;291.67377962;0;95.3220107052
2100;1;60;73519.2146049;190.689334236;281.689620932;0;102.8088777717
2100;1;61;72839.0181504;177.238390853;273.79496584;0;103.2130146496
2100;1;62;72137.4137068;166.208998791;271.988337317;0;114.8344870165
2100;1;63;71435.9943277;157.577149006;264.246551084;0;124.7861077141
2100;1;64;70733.6766234;145.736168478;274.127338596;0;140.5135131166
2100;1;65;70079.626904;140.5435737952;270.310585596;0;151.2048202579
2100;1;66;69369.8849919;122.3109951366;265.361772454;0;166.4365869026
2100;1;67;68780.6701525;106.7222878607;229.597676069;0;177.6981244909
2100;1;68;67520.3895676;92.9438138527;206.95348068;0;202.3289764996
2100;1;69;66319.6476201;81.0864797444;191.798137779;0;216.6968425623
2100;1;70;65237.1129891;69.7435685787;145.309075769;0;236.3977286766
2100;1;71;64220.5882948;62.4921759415;143.820120662;0;258.6767003496
2100;1;72;63258.1566955;56.332969325;142.215660728;0;288.4152892019
2100;1;73;62940.1029486;50.5206022947;140.693072361;0;319.1465691686
2100;1;74;62795.1413896;46.0302858178;139.154246211;0;339.275451653
2100;1;75;62512.1993389;41.3445993509;137.486522221;0;385.896338544
2100;1;76;62068.9116614;36.0925753074;135.684001241;0;424.868160118
2100;1;77;61834.0044524;33.1780383471;133.939106685;0;472.195035018
2100;1;78;62829.5338776;29.5551945231;132.602239466;0;556.272289963
2100;1;79;65229.5471202;26.2847795559;131.549752833;0;666.30444523
2100;1;80;64113.6914394;22.3595333704;92.1423695041;0;730.527052047
2100;1;81;63646.8102775;18.3569357287;90.493521184;0;862.192706296
2100;1;82;62938.0503049;17.0328168327;88.8404821986;0;980.729437466
2100;1;83;61639.9217005;14.5620620803;86.9459461073;0;1149.092123485
2100;1;84;61286.5829894;12.9470717613;84.8899463912;0;1436.571995025
2100;1;85;58758.7175325;10.8536543574;82.8195292847;0;1616.387675516
2100;1;86;56499.8537624;9.1869167895;80.7080663711;0;1899.129490655
2100;1;87;53577.2368022;6.9518173343;77.5095333279;0;2213.197998933
2100;1;88;50725.489195;6.1432337799;74.0253711057;0;2571.103365833
2100;1;89;46961.0432066;4.7437846099;69.5642822296;0;2988.570723134
2100;1;90;44276.5058019;4.3302492699;50.3780727084;0;3563.685428417
2100;1;91;39296.5734427;3.3532717286;45.7927318106;0;3728.50285751
2100;1;92;34444.565111;2.3236738581;41.2789359717;0;4125.53452863
2100;1;93;29433.5530158;1.6263482966;36.2124942014;0;4191.26201027
2100;1;94;24469.79833664;0.7289103149;30.9581438837;0;4426.05249821
2100;1;95;19174.52086678;0.5357262656;25.534127851;0;4298.62671621
2100;1;96;14827.09193892;0.3446785126;20.310595174;0;4053.55343925
2100;1;97;10814.52003908;0.3340984076;15.4707984245;0;3567.85572363
2100;1;98;7579.63332326;0.1917748637;11.532013879;0;2853.86192361
2100;1;99;5175.04934533;0.1191519631;8.3491760242;0;2101.643465759
2100;1;100;8588.734109448;0.3382696502;16.1305271765;0;4997.152826977
2100;2;0;58312.635735346;543.592759288;69.3133563461;0;44.9315399171
2100;2;1;58579.851834214;842.207545692;368.3518670282;0;5.0305195403
2100;2;2;58776.85478036;789.253475046;408.6647343246;0;2.8054867689
2100;2;3;58946.25344553;787.765147426;460.6576560284;0;3.0152430215
2100;2;4;59051.53330105;718.364283758;486.1434255171;0;2.7379588757
2100;2;5;59118.54758034;675.666627824;515.827316068;0;2.30577774
2100;2;6;59188.8730817;642.485049278;515.011858486;0;2.0284978048
2100;2;7;59276.00853215;605.305233607;496.1548134319;0;2.325529249
2100;2;8;59420.27585447;571.261355119;438.753744302;0;2.3199609794
2100;2;9;59627.14259122;557.766074051;393.595108455;0;1.9170186604
2100;2;10;59877.71365557;534.806929525;352.781549784;0;1.9203471817
2100;2;11;60163.11651749;522.001405104;324.877649822;0;2.1601033046
2100;2;12;60466.70460825;498.395365002;296.19732952;0;2.1599243393
2100;2;13;60783.5427287;479.584327113;269.870977591;0;2.3031627728
2100;2;14;61121.27647195;471.049969519;238.66741853;0;2.5510192081
2100;2;15;61457.33618896;451.612380291;211.635260948;2.1902003697;3.1480987837
2100;2;16;61827.44948273;471.379621321;182.106237186;4.5971348571;3.1370575312
2100;2;17;62208.48201777;468.587088522;147.139024564;3.6550107077;3.2754327643
2100;2;18;62647.5339639;547.41668216;140.378098566;10.722974674;4.9113201761
2100;2;19;63121.6298625;755.049832276;281.486625469;24.9218295289;6.1057938232
2100;2;20;63606.8004744;914.259446329;393.904259049;47.4999138305;9.1603978223
2100;2;21;64088.0356911;1023.019403002;474.291729974;113.4500543695;7.1770149656
2100;2;22;64681.402158;1242.996909721;545.863535335;246.3231906342;8.8121674353
2100;2;23;65351.4300621;1470.973564825;665.294746742;423.0343493985;6.6593851419
2100;2;24;66041.1425875;1619.89831891;759.759297879;672.837994786;9.2830115919
2100;2;25;66680.8629556;1690.67001509;852.9286698;936.611008553;6.0854945032
2100;2;26;67223.8853978;1691.93975788;922.715756414;1338.936130002;5.1425835881
2100;2;27;67699.1663524;1671.30742561;941.285693002;1817.804622489;7.2037449956
2100;2;28;68139.0401065;1653.41553337;934.948031361;2446.718868718;7.0445190613
2100;2;29;68524.5011519;1606.23616941;920.253615187;3101.029143372;7.7794871257
2100;2;30;68849.8366263;1543.61087442;901.599534283;3754.74761091;7.8903349456
2100;2;31;69092.8086672;1469.32805506;870.271206904;4292.86537958;10.03732166
2100;2;32;69272.8970519;1383.54946371;840.064125737;4783.91075653;9.7792809462
2100;2;33;69389.0784155;1280.29603663;796.728566218;5013.0872908;11.9703283756
2100;2;34;69462.3739989;1198.10671525;764.357204912;5013.9630021;12.3872895527
2100;2;35;69489.1195481;1093.11829226;725.513483612;4745.31438066;13.9198876095
2100;2;36;69490.6305606;1003.58737385;694.247305633;4263.45479862;13.3046393762
2100;2;37;69490.1513569;918.766123899;659.881321696;3657.70298027;13.0383857623
2100;2;38;69518.3353977;853.724825251;623.227791485;3078.88875194;13.6722223824
2100;2;39;69577.242897;780.948036531;588.730932425;2471.292776333;18.2949124835
2100;2;40;69682.8402415;718.290352014;558.862670865;1866.34322957;15.9672798016
2100;2;41;69851.8069887;669.277310101;525.707156422;1327.06304166;15.0210751294
2100;2;42;70065.4778613;612.671517161;494.383730198;948.985620659;16.9580011662
2100;2;43;70321.2379036;560.580686533;461.562006838;608.247205691;23.0600450641
2100;2;44;70609.7314736;510.282742442;435.22561421;353.709535387;18.4217158518
2100;2;45;70915.9960232;466.61208574;403.839274759;209.7061186591;19.1438771664
2100;2;46;71206.3245376;424.469414107;378.621250921;128.6230198281;27.0875339172
2100;2;47;71485.4648726;393.318517428;355.35116479;79.7893351721;22.6294576138
2100;2;48;71716.1870835;356.339127658;339.813966001;44.0816178749;27.6964866667
2100;2;49;71896.1770754;325.53729013;321.134644477;51.1789935421;33.6506961767
2100;2;50;72015.9504891;301.490877062;306.300973368;0;35.9567155551
2100;2;51;72072.0983829;278.823178208;290.089850029;0;33.3324234818
2100;2;52;72062.2566558;260.61800732;275.83482887;0;39.5033458505
2100;2;53;71981.535865;239.562565554;267.388404569;0;43.1901472352
2100;2;54;71848.5882085;223.346738269;256.623159808;0;41.7998569693
2100;2;55;71654.1635631;206.841119404;251.278782636;0;41.0553376086
2100;2;56;71400.8553703;192.298183586;239.602519543;0;44.7064523202
2100;2;57;71079.0584973;176.52443573;227.500624274;0;57.853773408
2100;2;58;70708.8622365;161.160588247;214.809856193;0;58.0524322826
2100;2;59;70280.3730839;147.2645140063;208.406921838;0;63.0901749681
2100;2;60;69803.1445419;133.3235653812;201.589588795;0;72.5665600995
2100;2;61;69212.0987739;124.8806605269;195.739644459;0;69.9768015609
2100;2;62;68606.4115401;116.2111994071;193.156036646;0;78.2687499666
2100;2;63;67998.2039881;108.1620029082;188.736366434;0;88.0610066564
2100;2;64;67406.1153103;103.5451491277;199.755622962;0;91.5763637524
2100;2;65;66844.8910906;95.7985066954;205.367806777;0;105.6281309324
2100;2;66;66244.9222249;88.2041344902;204.609717795;0;112.4139192261
2100;2;67;65749.4001647;77.3448615629;182.892702163;0;126.6575079757
2100;2;68;64619.4431537;68.44682016;163.605427347;0;144.6029527961
2100;2;69;63547.8625422;61.1870430511;156.256429491;0;154.4128095459
2100;2;70;62601.7605935;55.2478718807;109.052622535;0;169.531849981
2100;2;71;61741.1080877;48.5804590339;108.2253035148;0;169.630493606
2100;2;72;60927.5558457;43.4949032609;107.3153230184;0;204.3345087097
2100;2;73;60749.2184562;42.1749414156;106.4034525147;0;226.3567908028
2100;2;74;60734.627296;35.7677620902;105.4684495882;0;251.6494898107
2100;2;75;60610.0080984;36.9039572181;104.4612567069;0;282.8522142883
2100;2;76;60312.3681936;32.5577815319;103.4002837115;0;311.4251597446
2100;2;77;60539.2380652;29.9910772625;102.4708104657;0;345.2078400755
2100;2;78;61397.9656413;29.0549938363;101.5161499558;0;416.432965927
2100;2;79;64359.9570989;25.0913050622;100.8664008776;0;513.509379428
2100;2;80;62970.315568;22.0730398105;70.7908819756;0;565.062326878
2100;2;81;62769.0161533;21.9676250577;69.8584946554;0;648.740733297
2100;2;82;62640.078737;18.9505252015;68.8925682064;0;765.906530421
2100;2;83;61613.6993049;16.6170692128;68.006166174;0;881.697614968
2100;2;84;61804.1572489;15.0733975233;66.7356980575;0;1087.686255797
2100;2;85;59057.2772178;11.4411537238;65.8715575097;0;1219.827747202
2100;2;86;57918.3344332;10.7790836;64.8215790945;0;1448.475802767
2100;2;87;55441.1245375;8.6343430428;63.0789034442;0;1779.350181901
2100;2;88;53378.9168246;7.2115554362;61.3133041919;0;2010.91981179
2100;2;89;50443.7309523;6.367752225;58.2791758704;0;2345.902335624
2100;2;90;48513.5191925;4.9783440106;32.6143351257;0;2832.647773025
2100;2;91;43929.6887438;3.8004435092;30.4240295697;0;3237.064521224
